2026-01-26 13:00:04.63086,Electronics,618.38,U0015
2026-01-26 13:00:29.082866,Electronics,676.66,U0068
2026-01-26 13:01:02.916608,Electronics,100.71,U0068
2026-01-26 13:16:32.229856,Home,498.67,U0058
2026-01-26 13:21:41.096933,Apparel,18.45,U0048
2026-01-26 13:32:10.591423,Apparel,785.8,U0019
2026-01-26 13:45:14.805683,Beauty,63.61,U0096
2026-01-26 13:56:03.301013,Beauty,243.69,U0066
2026-01-26 14:08:47.648803,Home,436.55,U0051
2026-01-26 14:38:17.172265,Beauty,905.38,U0068
2026-01-26 15:05:15.019649,Home,75.55,U0054
2026-01-26 15:09:34.110739,Beauty,715.14,U0054
2026-01-26 15:11:45.392641,Electronics,884.92,U0072
2026-01-26 15:14:43.749325,Beauty,729.42,U0040
2026-01-26 15:15:13.296961,Books,637.64,U0063
2026-01-26 15:24:55.648672,Apparel,879.23,U0008
2026-01-26 15:33:59.105706,Electronics,103.28,U0046
2026-01-26 12:54:27.481106,Home,210.87,U0059
2026-01-26 13:18:04.932952,Apparel,246.97,U0046
2026-01-26 13:36:54.448786,Electronics,938.93,U0018
2026-01-26 13:42:11.351226,Electronics,340.16,U0055
2026-01-26 14:02:44.747447,Electronics,732.15,U0024
2026-01-26 14:15:25.327487,Apparel,69.35,U0014
2026-01-26 14:24:10.525314,Books,318.75,U0073
2026-01-26 14:37:53.786957,Home,624.98,U0052
2026-01-26 15:18:31.712131,Home,599.77,U0075
2026-01-26 15:19:43.329413,Electronics,814.54,U0026
2026-01-26 15:28:50.09194,Beauty,583.81,U0100
2026-01-26 12:58:57.663617,Electronics,44.3,U0073
2026-01-26 13:01:15.369443,Apparel,213.25,U0007
2026-01-26 13:03:23.897076,Home,741.59,U0001
2026-01-26 13:05:00.873081,Books,351.65,U0028
2026-01-26 13:46:59.964791,Beauty,418.17,U0060
2026-01-26 14:17:08.960312,Apparel,208.1,U0044
2026-01-26 14:28:20.2733,Beauty,828.86,U0069
2026-01-26 14:37:58.698976,Home,158.39,U0056
2026-01-26 14:39:01.49177,Apparel,758.08,U0011
2026-01-26 14:43:42.569064,Books,677.03,U0076
2026-01-26 12:50:46.836087,Books,647.95,U0083
2026-01-26 13:01:58.91268,Home,197.88,U0028
2026-01-26 13:30:17.616556,Apparel,764.31,U0097
2026-01-26 13:48:19.702497,Apparel,49.25,U0089
2026-01-26 13:55:45.102821,Books,534.65,U0034
2026-01-26 13:59:44.616024,Beauty,200.36,U0015
2026-01-26 14:00:05.085104,Apparel,160.12,U0090
2026-01-26 14:30:38.983088,Home,965.26,U0020
2026-01-26 14:52:20.609641,Beauty,985.55,U0030
2026-01-26 15:07:49.273199,Home,761.12,U0022
2026-01-26 15:24:42.374446,Beauty,845.93,U0062
2026-01-26 12:49:00.382704,Home,893.02,U0076
2026-01-26 12:56:40.424508,Home,984.49,U0096
2026-01-26 13:00:43.277731,Apparel,624.22,U0018
2026-01-26 13:27:40.013307,Books,494.1,U0049
2026-01-26 13:32:45.363867,Apparel,234.37,U0072
2026-01-26 13:40:24.779601,Apparel,955.19,U0012
2026-01-26 13:42:34.713138,Apparel,556.66,U0087
2026-01-26 13:44:58.196342,Beauty,617.85,U0044
2026-01-26 13:50:49.134116,Apparel,851.76,U0062
2026-01-26 13:58:21.943436,Beauty,89.18,U0059
2026-01-26 14:00:53.977421,Home,829.73,U0050
2026-01-26 14:01:35.667516,Beauty,528.27,U0053
2026-01-26 14:06:34.983046,Apparel,187.45,U0016
2026-01-26 14:21:12.396524,Beauty,234.87,U0087
2026-01-26 14:38:51.841823,Home,364.89,U0100
2026-01-26 14:59:09.526536,Home,431.92,U0014
2026-01-26 15:23:31.86088,Electronics,217.66,U0027
2026-01-26 15:29:05.061075,Apparel,517.66,U0044
2026-01-26 15:35:31.81227,Apparel,765.14,U0020
2026-01-26 12:52:00.350038,Apparel,91.68,U0023
2026-01-26 12:55:28.55523,Books,701.18,U0072
2026-01-26 12:58:14.50188,Home,644.0,U0016
2026-01-26 13:05:55.196207,Beauty,678.21,U0033
2026-01-26 13:06:43.364086,Beauty,70.35,U0060
2026-01-26 13:43:59.729579,Apparel,22.61,U0055
2026-01-26 13:48:00.267603,Beauty,394.81,U0032
2026-01-26 14:09:10.183251,Home,511.52,U0027
2026-01-26 14:10:21.748748,Home,406.9,U0073
2026-01-26 14:30:55.589057,Apparel,380.14,U0023
2026-01-26 14:49:26.423205,Electronics,612.73,U0088
2026-01-26 15:33:41.69898,Books,506.48,U0031
2026-01-26 13:09:16.412949,Electronics,486.43,U0081
2026-01-26 13:19:59.446561,Books,739.99,U0013
2026-01-26 13:32:56.415882,Apparel,277.84,U0012
2026-01-26 14:16:23.921228,Apparel,532.63,U0086
2026-01-26 14:19:01.615991,Apparel,229.3,U0079
2026-01-26 14:28:12.636115,Apparel,83.09,U0092
2026-01-26 14:43:16.338068,Apparel,966.1,U0006
2026-01-26 14:54:50.167509,Home,380.51,U0035
2026-01-26 15:29:24.669649,Books,395.66,U0062
2026-01-26 15:30:22.645158,Home,422.8,U0098
2026-01-26 13:10:25.274105,Home,338.08,U0098
2026-01-26 13:12:41.885766,Books,437.58,U0067
2026-01-26 13:18:21.286066,Home,571.93,U0058
2026-01-26 13:35:39.591878,Beauty,199.83,U0061
2026-01-26 13:56:26.97874,Beauty,855.58,U0071
2026-01-26 14:00:44.636955,Apparel,907.72,U0040
2026-01-26 14:03:28.284664,Electronics,725.48,U0029
2026-01-26 14:13:57.381976,Beauty,128.99,U0063
2026-01-26 15:08:08.60367,Home,991.13,U0033
2026-01-26 15:15:30.180215,Beauty,112.45,U0015
2026-01-26 12:53:08.073341,Electronics,15.4,U0021
2026-01-26 12:57:58.49765,Electronics,977.96,U0060
2026-01-26 13:04:42.070278,Home,193.95,U0021
2026-01-26 13:09:32.98112,Books,861.33,U0049
2026-01-26 13:17:05.91637,Beauty,802.18,U0019
2026-01-26 13:21:09.753895,Electronics,18.2,U0095
2026-01-26 13:37:26.128374,Books,355.82,U0049
2026-01-26 13:50:24.434991,Home,191.25,U0048
2026-01-26 13:57:19.837854,Home,282.95,U0006
2026-01-26 14:16:21.854835,Home,152.32,U0032
2026-01-26 14:41:44.037995,Beauty,446.04,U0013
2026-01-26 14:45:13.759582,Books,767.06,U0045
2026-01-26 14:54:46.365744,Apparel,692.49,U0076
2026-01-26 15:03:34.176534,Books,514.61,U0063
2026-01-26 15:20:38.520817,Beauty,887.52,U0086
2026-01-26 15:31:55.473262,Books,644.74,U0056
2026-01-26 15:32:02.075056,Home,782.91,U0022
2026-01-26 15:32:47.244414,Electronics,995.38,U0092
2026-01-26 12:52:16.156001,Apparel,770.54,U0019
2026-01-26 13:10:30.628951,Apparel,551.14,U0056
2026-01-26 13:18:15.474668,Apparel,306.19,U0064
2026-01-26 13:24:45.531668,Beauty,338.62,U0035
2026-01-26 13:42:26.803999,Electronics,443.97,U0046
2026-01-26 13:47:20.090521,Beauty,840.76,U0017
2026-01-26 13:58:37.135188,Apparel,195.4,U0096
2026-01-26 14:00:45.675174,Electronics,152.54,U0016
2026-01-26 14:05:13.310165,Home,144.42,U0069
2026-01-26 14:13:15.337852,Electronics,94.13,U0027
2026-01-26 14:18:27.780643,Beauty,59.03,U0070
2026-01-26 14:52:48.395838,Electronics,622.22,U0013
2026-01-26 14:57:33.11243,Electronics,940.52,U0036
2026-01-26 15:13:03.575742,Apparel,285.13,U0022
2026-01-26 15:22:05.979911,Apparel,357.09,U0013
2026-01-26 12:46:34.517081,Home,50.97,U0027
2026-01-26 13:23:10.43436,Beauty,462.61,U0006
2026-01-26 13:32:59.752856,Electronics,777.93,U0036
2026-01-26 13:43:44.699086,Apparel,627.17,U0081
2026-01-26 13:48:22.937008,Books,537.4,U0097
2026-01-26 14:05:07.1011,Beauty,373.75,U0079
2026-01-26 14:34:54.232693,Electronics,313.46,U0085
2026-01-26 14:39:18.625222,Apparel,823.43,U0091
2026-01-26 14:42:01.562825,Books,902.98,U0021
2026-01-26 14:56:50.823311,Electronics,977.79,U0011
2026-01-26 15:02:55.174317,Beauty,344.43,U0005
2026-01-26 15:03:47.190063,Beauty,591.26,U0049
2026-01-26 15:11:35.441207,Beauty,424.88,U0065
2026-01-26 15:18:18.26167,Electronics,845.02,U0085
2026-01-26 15:27:04.778006,Beauty,606.59,U0016
2026-01-26 12:50:04.648645,Books,12.33,U0098
2026-01-26 12:52:59.035589,Beauty,484.33,U0018
2026-01-26 12:57:14.706391,Home,290.62,U0020
2026-01-26 14:01:47.981805,Apparel,676.59,U0100
2026-01-26 14:05:27.640841,Electronics,917.09,U0075
2026-01-26 14:12:03.604444,Home,185.47,U0061
2026-01-26 14:14:48.38235,Beauty,84.87,U0037
2026-01-26 14:19:21.26482,Home,349.53,U0015
2026-01-26 14:34:36.284581,Apparel,353.27,U0056
2026-01-26 14:41:38.554906,Beauty,553.57,U0085
2026-01-26 15:03:16.154129,Home,221.05,U0097
2026-01-26 15:13:39.518153,Books,527.35,U0035
2026-01-26 13:07:04.734311,Home,251.22,U0020
2026-01-26 13:07:42.790131,Apparel,214.72,U0046
2026-01-26 13:20:31.785215,Books,150.85,U0016
2026-01-26 13:39:28.114078,Beauty,394.42,U0074
2026-01-26 13:42:46.995557,Electronics,490.07,U0025
2026-01-26 13:49:59.911635,Books,214.05,U0018
2026-01-26 14:03:30.689314,Apparel,148.93,U0064
2026-01-26 14:55:42.692013,Home,550.45,U0063
2026-01-26 15:14:32.89569,Books,932.19,U0002
2026-01-26 12:52:31.560331,Beauty,962.46,U0057
2026-01-26 12:58:24.928597,Home,236.57,U0075
2026-01-26 13:20:04.388245,Home,89.01,U0067
2026-01-26 13:29:28.687785,Home,849.14,U0055
2026-01-26 13:39:18.783149,Apparel,640.7,U0039
2026-01-26 13:39:50.328643,Apparel,552.77,U0028
2026-01-26 13:43:03.828167,Home,551.89,U0052
2026-01-26 14:14:39.089625,Home,303.26,U0055
2026-01-26 14:18:17.070477,Home,694.53,U0013
2026-01-26 14:28:37.840387,Electronics,765.5,U0027
2026-01-26 14:50:08.290826,Beauty,512.41,U0088
2026-01-26 15:10:37.231549,Apparel,381.11,U0040
2026-01-26 15:13:57.290764,Electronics,996.4,U0090
2026-01-26 15:27:50.367196,Home,669.24,U0022
2026-01-26 15:32:12.866709,Beauty,247.26,U0039
2026-01-26 13:29:10.978823,Electronics,687.24,U0082
2026-01-26 13:33:12.295005,Beauty,572.21,U0047
2026-01-26 13:35:20.425118,Home,14.67,U0043
2026-01-26 13:40:33.277394,Electronics,717.84,U0054
2026-01-26 13:49:18.692001,Apparel,711.26,U0039
2026-01-26 13:51:46.432515,Apparel,40.15,U0099
2026-01-26 13:59:35.694737,Books,436.89,U0041
2026-01-26 14:05:51.592849,Apparel,488.27,U0097
2026-01-26 14:24:36.818507,Apparel,261.7,U0087
2026-01-26 14:32:59.061918,Apparel,639.34,U0034
2026-01-26 14:35:43.909687,Apparel,71.53,U0054
2026-01-26 14:45:39.258306,Apparel,716.67,U0033
2026-01-26 14:50:27.176831,Beauty,162.15,U0048
2026-01-26 15:04:33.012582,Apparel,444.54,U0076
2026-01-26 15:23:14.236588,Home,115.83,U0086
2026-01-26 15:28:59.299125,Home,856.89,U0016
2026-01-26 12:48:48.124092,Beauty,32.03,U0068
2026-01-26 13:16:43.912899,Beauty,839.2,U0017
2026-01-26 13:29:59.324534,Electronics,657.74,U0098
2026-01-26 13:33:52.312083,Home,627.17,U0030
2026-01-26 13:44:23.034706,Electronics,46.35,U0088
2026-01-26 13:48:09.017083,Home,450.59,U0069
2026-01-26 14:35:25.495871,Apparel,514.2,U0029
2026-01-26 14:35:42.284877,Beauty,583.12,U0011
2026-01-26 14:40:02.851344,Books,79.6,U0052
2026-01-26 15:00:45.75546,Apparel,665.78,U0076
2026-01-26 15:00:47.830288,Apparel,396.23,U0021
2026-01-26 15:12:31.376802,Apparel,232.43,U0035
2026-01-26 15:17:51.969096,Electronics,168.01,U0052
2026-01-26 15:18:28.685568,Apparel,477.78,U0039
2026-01-26 15:25:18.422108,Home,979.13,U0016
2026-01-26 12:56:56.321486,Books,844.17,U0037
2026-01-26 13:12:32.68875,Beauty,749.51,U0041
2026-01-26 13:19:21.274503,Apparel,732.34,U0047
2026-01-26 13:28:40.764063,Home,906.5,U0075
2026-01-26 13:32:58.141085,Books,223.04,U0063
2026-01-26 14:14:11.947516,Apparel,652.51,U0059
2026-01-26 14:53:59.813685,Electronics,50.72,U0004
